AircraftDesignation,Overview_Manufacturer,Overview_AlternateDesignation,Overview_Monikers,Overview_Description,Overview_Family,Overview_SubFamily,Overview_PayloadType,Overview_NumSold,Overview_NumCrew,Overview_NumAttendants,Overview_References,Overview_Aisle,Overview_RangeCapability,Overview_ModelType,Overview_PassengerType,Settings_TkoPoints,Settings_ClbPoints,Settings_CrsPoints,Settings_DesPoints,Settings_Plotting,Settings_DataTypeValidation,TLAR_EIS,TLAR_MaxPax,TLAR_Pax,TLAR_Class,TLAR_ADG,TLAR_ADGPercent,TLAR_ADGLimitor,Propulsion_EngineDesignation,Propulsion_AlternateEngines,Propulsion_NumEngines,Performance_Range,Performance_TOFL,Performance_RCMax,Weight_Cargo,Weight_MRW,Weight_MTOW,Weight_MLW,Weight_MZFW,Weight_OEW,Weight_Fuel,Weight_Airframe,Weight_OEW_MTOW,Weight_MZFW_MTOW,Weight_EngFrac,Weight_FuelFrac,Weight_Batt,Weight_EM,Weight_EG,Weight_Payload,Weight_Burden,Weight_Structure_Burden,Aero_Span,Aero_Length,Aero_Height,Aero_TipChord,Aero_Sweep,Aero_RootChord,Aero_S,Aero_WingtipDevice,Aero_MAC,Aero_TaperRatio,Aero_AR,OEW_MaxIter,OEW_Tol,Analysis_MaxIter,Analysis_Type,Thrust_SLS,Thrust_Max,Thrust_Crs,Fuel_Type,Fuel_Density,Fuel_CapUsable,Fuel_CapUnusable,Engine_Manufacturer,Engine_EIS,Engine_AlternateDesignation,Engine_Description,Engine_NumSold,Engine_Thrust_Max,Engine_Thrust_SLS,Engine_Thrust_Crs,Engine_FPR,Engine_BPR,Engine_OPR_SLS,Engine_OPR_Crs,Engine_Mach_Crs,Engine_Alt_Crs,Engine_DryWeight,Engine_DiamFan,Engine_Width,Engine_Height,Engine_Length,Engine_TSFC_SLS,Engine_TSFC_Crs,Engine_FanStages,Engine_GearStages,Engine_GearRatio,Engine_LPCStages,Engine_IPCStages,Engine_HPCStages,Engine_RCStages,Engine_HPTStages,Engine_IPTStages,Engine_LPTStages,Engine_HP100,Engine_IP100,Engine_LP100,Engine_HPContPer,Engine_IPContPer,Engine_LPContPer,Engine_Airflow_SLS,Engine_Airflow_Crs,Engine_TurbExitTemp,Engine_TurbEntryTemp,Engine_References,Engine_PresPerStage,Engine_DataTypeValidation,T_W_SLS,Arch_Type,Eta_Prop,Vels_MaxOp,Vels_Crs,Vels_Tko,Alts_Crs,Alts_Tko,L_D_CrsBRE,L_D_Crs,L_D_Clb,L_D_Des,L_D_CrsMAC,L_D_CrsMAC2,W_S_SLS,SpecEnergy_Fuel,SpecEnergy_Batt,Eta_EM,Eta_EG,Phi_SLS,Phi_Tko,Phi_Clb,Phi_Crs,Phi_Des,Phi_Lnd,P_W_AC,P_W_EM,P_W_EG
A318_121,Airbus,N/A,N/A,"A member of the AIrbus A320 family of short to medium-range, single-body, commercial twin-engine jet ainliners manufactured by Airbus",A320,A318-100,Passenger,80,2,,Airport Planning Manual_A318 / FAA TCDS A318_A319_A320_A321 / TCDS A320 Family,Single,Short Range,Variant,Commercial,,,,,0,Training,2007,136,107,Turbofan,III,0.948107122,Wingspan,PW_6122A,,2,5556000,2250,,0,68400,68000,57500,54500,39500,19087,,0.580882353,0.801470588,,0.280691176,12920,,,,,,34.1,31.45,12.79,1.572,27,7.028,124,Fence,4.1935,0.223676722,9.3775,,,,1,180600,196600,,"JET A, JET A_1, JP8",0.8,23859,82.1,Pratt & Whitney,2005,,dual spool turbofan,,98300,90300,,,5,26.1,,,,,1.4351,1.5849,1.5849,2.7494,0.36,,1,0,,4,0,6,0,1,0,3,18850,,6350,0.962864721,,0.964566929,,,727,,"Roux
EASA E020
PW Fact Sheet",1.345195794,Training,0.294717275,C,,0.82,,,12131.04,0,,,,,17.43092114,18.73656983,548.3870968,12,,,,0,0,0,0,0,0,,,
A318_122,Airbus,N/A,N/A,"A member of the AIrbus A320 family of short to medium-range, single-body, commercial twin-engine jet ainliners manufactured by Airbus",A320,A318-100,Passenger,80,2,,Airport Planning Manual_A318 / FAA TCDS A318_A319_A320_A321 / TCDS A320 Family,Single,Short Range,Variant,Commercial,,,,,0,Training,2007,136,107,Turbofan,III,0.948107122,Wingspan,PW_6124A,,2,5556000,1850,,0,68400,68000,57500,54500,39500,19087,,0.580882353,0.801470588,,0.280691176,12920,,,,,,34.1,31.45,12.79,1.572,27,7.028,124,Fence,4.1935,0.223676722,9.3775,,,,1,185940,211740,,"JET A, JET A_1, JP8",0.8,23859,82.1,Pratt & Whitney,2005,,dual spool turbofan,,105870,92970,,,4.8,28.2,,,,,1.4351,1.5849,1.5849,2.7494,0.37,,1,0,,4,0,6,0,1,0,3,18850,,6350,0.962864721,,0.964566929,,,727,,"Roux
EASA E020
PW Fact Sheet
GTEngines Weekly 2008",1.354692817,Training,0.317413204,C,,0.82,,,12131.04,0,,,,,17.43092114,18.73656983,548.3870968,12,,,,0,0,0,0,0,0,,,
A319_111,Airbus,N/A,N/A,"A member of the AIrbus A320 family of short to medium-range, single-body, commercial twin-engine jet ainliners manufactured by Airbus",A320,A319-100,Passenger,1497,2,,Airport Planning Manual_A319 / FAA TCDS A318_A319_A320_A321 / TCDS A320 Family,Single,Short Range,Variant,Commercial,,,,,0,Training,1997,145,124,Turbofan,III,0.99537346,Wingspan,CFM56_5B5,"CFM56_5B5/P , CFM56_5B5/3",2,6667200,2320,,0,75900,75500,62500,58500,40800,19087,35890.4,0.540397351,0.774834437,0.065027815,0.252807947,13775,,,,37771.6,0.998856284,35.8,33.84,12.01,1.579,27,7.04,124.78,Fence,4.1935,0.224289773,10.27119731,,,,1,180160,195720,44660,"JET A, JET A_1, JP8, JETB, JP4, JP5",0.8,23859,82.1,CFM International,1996,,"turbofan, dual spool, high bypass",,97860,90080,22330,,6,24.4,32.6,0.8,10670,2454.8,1.735,1.908,2.105,2.5997,0.32,,1,0,,4,0,9,0,1,0,4,15183,,5200,0.952380952,,0.961538462,,,915,,"EASA TCDS E.003, 
Roux",1.256317106,Training,0.264252587,C,,0.82,,,11917.68,0,,16.25386138,,,18.18231641,19.53049523,605.0649142,12,,,,0,0,0,0,0,0,,,
A319_112,Airbus,N/A,N/A,"A member of the AIrbus A320 family of short to medium-range, single-body, commercial twin-engine jet ainliners manufactured by Airbus",A320,A319-100,Passenger,1497,2,,Airport Planning Manual_A319 / FAA TCDS A318_A319_A320_A321 / TCDS A320 Family,Single,Medium Range,Baseline,Commercial,,,,,0,Training,1996,145,124,Turbofan,III,0.99537346,Wingspan,CFM56_5B6,"CFM56_5B6/P , CFM56_5B6/2P ,  CFM56_5B6/3",2,6667200,1960,,0,75900,75500,62500,58500,40800,19087,35890.4,0.540397351,0.774834437,0.065027815,0.252807947,13775,,,,37771.6,0.998856284,35.8,33.84,12.01,1.579,27,7.04,124.78,Fence,4.1935,0.224289773,10.27119731,,,,1,180160,209060,44660,"JET A, JET A_1, JP8, JETB, JP4, JP5",0.8,23859,82.1,CFM International,1996,,"turbofan, dual spool, high bypass",,104530,90080,22330,,5.9,25.8,32.6,0.8,10670,2454.8,1.735,1.908,2.105,2.5997,0.33,,1,0,,4,0,9,0,1,0,4,15183,,5200,0.952380952,,0.961538462,,,915,,"EASA TCDS E.003, 
Roux",1.261333641,Training,0.282263672,C,,0.82,,,11917.68,0,,16.25386138,,,18.18231641,19.53049523,605.0649142,12,,,,0,0,0,0,0,0,,,
A319_113,Airbus,N/A,N/A,"A member of the AIrbus A320 family of short to medium-range, single-body, commercial twin-engine jet ainliners manufactured by Airbus",A320,A319-100,Passenger,1497,2,,Airport Planning Manual_A319 / FAA TCDS A318_A319_A320_A321 / TCDS A320 Family,Single,Medium Range,Variant,Commercial,,,,,0,Training,1997,145,124,Turbofan,III,0.99537346,Wingspan,CFM56_5A4,CFM56_5A4/F,2,6667200,,,0,75900,75500,62500,58500,40800,19087,36138,0.540397351,0.774834437,0.061748344,0.252807947,13775,,,,37524,1.012045624,35.8,33.84,12.01,1.579,27,7.04,124.78,Fence,4.1935,0.224289773,10.27119731,,,,1,183900,195720,44482,"JET A, JET A_1, JP8, JETB, JP4, JP5",0.8,23859,82.1,CFM International,1994,,"turbofan, dual spool, high bypass",,97860,91950,22241,,6.2,24.1,,0.8,10668,2331,1.735,1.908,2.101,2.422,0.32,,1,0,,3,0,9,0,1,0,4,15183,,5100,0.952380952,,0.980392157,,,885,,"EASA TCDS E.067,
Roux",1.277347326,Training,0.264252587,C,,0.82,,,11917.68,0,,16.31890313,,,18.18231641,19.53049523,605.0649142,12,,,,0,0,0,0,0,0,,,
A319_114,Airbus,N/A,N/A,"A member of the AIrbus A320 family of short to medium-range, single-body, commercial twin-engine jet ainliners manufactured by Airbus",A320,A319-100,Passenger,1497,2,,Airport Planning Manual_A319 / FAA TCDS A318_A319_A320_A321 / TCDS A320 Family,Single,Medium Range,Variant,Commercial,,,,,0,Training,1997,145,124,Turbofan,III,0.99537346,Wingspan,CFM56_5A5,CFM56_5A5/F,2,6667200,,,0,75900,75500,62500,58500,40800,19087,36138,0.540397351,0.774834437,0.061748344,0.252807947,13775,,,,37524,1.012045624,35.8,33.84,12.01,1.579,27,7.04,124.78,Fence,4.1935,0.224289773,10.27119731,,,,1,183900,209060,44482,"JET A, JET A_1, JP8, JETB, JP4, JP5",0.8,23859,82.1,CFM International,1994,,"turbofan, dual spool, high bypass",,104530,91950,22241,,6.2,25.4,,0.8,10668,2331,1.735,1.908,2.101,2.422,0.32,,1,0,,3,0,9,0,1,0,4,15183,,5100,0.952380952,,0.980392157,,,885,,"EASA TCDS E.067,
Roux",1.282519958,Validation,0.282263672,C,,0.82,,,11917.67,0,,16.31890313,,,18.18232141,19.5305006,605.0649142,12,,,,0,0,0,0,0,0,,,
A319_115,Airbus,N/A,N/A,"A member of the AIrbus A320 family of short to medium-range, single-body, commercial twin-engine jet ainliners manufactured by Airbus",A320,A319-100,Passenger,1497,2,,Airport Planning Manual_A319 / FAA TCDS A318_A319_A320_A321 / TCDS A320 Family,Single,Medium Range,Variant,Commercial,,,,,0,Training,1997,145,124,Turbofan,III,0.99537346,Wingspan,CFM56_5B7,"CFM56_5B7/P , CFM56_5B7/3",2,6667200,1600,,0,75900,75500,62500,58500,40800,19087,35890.4,0.540397351,0.774834437,0.065027815,0.252807947,13775,,,,37771.6,0.998856284,35.8,33.84,12.01,1.579,27,7.04,124.78,Fence,4.1935,0.224289773,10.27119731,,,,1,216800,240200,51956,"JET A, JET A_1, JP8, JETB, JP4, JP5",0.8,23859,82.1,CFM International,1999,,"turbofan, dual spool, high bypass",,120100,108400,25978,,5.7,29.1,35.5,0.8,10670,2454.8,1.735,1.908,2.105,2.5997,,,1,0,,4,0,9,0,1,0,4,15183,,5200,0.952380952,,0.961538462,,,915,,"EASA TCDS E.003, 
Roux",1.272224588,Training,0.324307539,C,,0.82,,,11917.68,0,,13.97138827,,,18.18231641,19.53049523,605.0649142,12,,,,0,0,0,0,0,0,,,
A319_131,Airbus,N/A,N/A,"A member of the AIrbus A320 family of short to medium-range, single-body, commercial twin-engine jet ainliners manufactured by Airbus",A320,A319-100,Passenger,1497,2,,Airport Planning Manual_A319 / FAA TCDS A318_A319_A320_A321 / TCDS A320 Family,Single,Medium Range,Variant,Commercial,,,,,0,Validation,1997,145,124,Turbofan,III,0.99537346,Wingspan,V2522_A5,,2,6667200,2200,,0,75900,75500,62500,58500,40800,19087,35992,0.540397351,0.774834437,0.063682119,0.252807947,13775,,,,37670,1.004247412,35.8,33.84,12.01,1.579,27,7.04,124.78,Fence,4.1935,0.224289773,10.27119731,,,,1,170800,204980,,"JET A, JET A_1, JP8, JETB, JP4, JP5",0.8,23859,82.1,International Aero Engines AG (IAE),1996,,"Dual rotor, axial flow, high bypass ratio turbofan engine",,102480,85400,,,4.9,25.2,,0.8,10668,2404,1.682,1.715,1.715,3.201,0.34,0.57,1,0,,4,0,10,0,2,0,5,,,,,,,,,610,,"EASA-TCDS E069
https://links.prattwhitney.com/i-a-e/products.html
Manufacturer Catalogue
https://booksite.elsevier.com/9780340741528/appendices/data-b/table-1/default.htm",1.240014326,Training,0.276755034,C,,0.82,,,11917.68,0,,,,,18.18231641,19.53049523,605.0649142,12,,,,0,0,0,0,0,0,,,
A319_132,Airbus,N/A,N/A,"A member of the AIrbus A320 family of short to medium-range, single-body, commercial twin-engine jet ainliners manufactured by Airbus",A320,A319-100,Passenger,1497,2,,Airport Planning Manual_A319 / FAA TCDS A318_A319_A320_A321 / TCDS A320 Family,Single,Medium Range,Variant,Commercial,,,,,0,Training,2002,145,124,Turbofan,III,0.99537346,Wingspan,V2524_A5,,2,6667200,1910,,0,75900,75500,62500,58500,40800,19087,35992,0.540397351,0.774834437,0.063682119,0.252807947,13775,,,,37670,1.004247412,35.8,33.84,12.01,1.579,27,7.04,124.78,Fence,4.1935,0.224289773,10.27119731,,,,1,170800,217780,,"JET A, JET A_1, JP8, JETB, JP4, JP5",0.8,23859,82.1,International Aero Engines AG (IAE),1996,,"Dual rotor, axial flow, high bypass ratio turbofan engine",,108890,85400,,,4.9,26.5,,,,2404,1.682,1.715,1.715,3.201,0.36,,1,0,,4,0,10,0,2,0,5,,,,,,,,,610,,"EASA-TCDS E069
https://links.prattwhitney.com/i-a-e/products.html
Manufacturer Catalogue
https://booksite.elsevier.com/9780340741528/appendices/data-b/table-1/default.htm",1.244179549,Training,0.294037035,C,,0.82,,,11917.68,0,,,,,18.18231641,19.53049523,605.0649142,12,,,,0,0,0,0,0,0,,,
A319_133,Airbus,N/A,N/A,"A member of the AIrbus A320 family of short to medium-range, single-body, commercial twin-engine jet ainliners manufactured by Airbus",A320,A319-100,Passenger,1497,2,,Airport Planning Manual_A319 / FAA TCDS A318_A319_A320_A321 / TCDS A320 Family,Single,Medium Range,Variant,Commercial,,,,,0,Training,2002,145,124,Turbofan,III,0.99537346,Wingspan,V2527M_A5,,2,6667200,1640,,0,75900,75500,62500,58500,40800,19087,35992,0.540397351,0.774834437,0.063682119,0.252807947,13775,,,,37670,1.004247412,35.8,33.84,12.01,1.579,27,7.04,124.78,Fence,4.1935,0.224289773,10.27119731,,,,1,197860,220620,,"JET A, JET A_1, JP8, JETB, JP4, JP5",0.8,23859,82.1,International Aero Engines AG (IAE),1999,,"Dual rotor, axial flow, high bypass ratio turbofan engine",,110310,98920,,,4.8,,,,,2404,1.682,1.715,1.715,3.201,,,1,0,,4,0,10,0,2,0,5,,,,,,,,,610,,"EASA-TCDS E069
https://links.prattwhitney.com/i-a-e/products.html
Manufacturer Catalogue
https://booksite.elsevier.com/9780340741528/appendices/data-b/table-1/default.htm",,Training,0.297871479,C,,0.82,,,11917.68,0,,,,,18.18231641,19.53049523,605.0649142,12,,,,0,0,0,0,0,0,,,
A319_151N,Airbus,N/A,N/A,"A member of the AIrbus A320 family of short to medium-range, single-body, commercial twin-engine jet ainliners manufactured by Airbus",A320Neo,A319-100Neo,Passenger,1497,2,,Airport Planning Manual_A319 / FAA TCDS A318_A319_A320_A321 / TCDS A320 Family,Single,Medium Range,Baseline,Commercial,,,,,0,Training,2018,145,124,Turbofan,III,0.99537346,Wingspan,LEAP_1A24,,2,6667200,1600,,0,75900,75500,63900,60300,40300,19050.9,34320,0.533774834,0.798675497,0.079205298,0.252329801,13775,,,,38805.9,0.94558044,35.8,33.84,12.01,1.008,27,7.04,127.32,Blended,4.1935,0.143181818,10.06628966,,,,1,213520,213600,,"JET A, JET A_1, JP8, JP5",0.8,23724.7,82.7,CFM International,2015,,"turbofan, dual spool, high bypass",,106800,104580,,,11,40,,,,2990,1.9812,2.543,2.368,3.328,,,1,0,,3,0,10,0,2,0,7,19391,,3894,0.858369099,,0.99009901,,,1025,,"LEAP Overview Brochure, EASA.E.110",1.301466089,Training,0.288393382,C,,0.82,,,11917.68,0,,,,,18.03761134,19.37785173,592.9940308,12,,,,0,0,0,0,0,0,,,
A319_153N,Airbus,N/A,N/A,"A member of the AIrbus A320 family of short to medium-range, single-body, commercial twin-engine jet ainliners manufactured by Airbus",A320Neo,A319-100Neo,Passenger,1497,2,,Airport Planning Manual_A319 / FAA TCDS A318_A319_A320_A321 / TCDS A320 Family,Single,Medium Range,Variant,Commercial,,,,,0,Training,2020,145,124,Turbofan,III,0.99537346,Wingspan,LEAP_1A26,,2,6667200,1600,,0,75900,75500,63900,60300,40300,19050.9,34320,0.533774834,0.798675497,0.079205298,0.252329801,13775,,,,38805.9,0.94558044,35.8,33.84,12.01,1.008,27,7.04,127.32,Blended,4.1935,0.143181818,10.06628966,,,,1,237360,241280,,"JET A, JET A_1, JP8, JP5",0.8,23724.7,82.7,CFM International,2015,,"turbofan, dual spool, high bypass",,120640,106760,,,11,40,,,,2990,1.9812,2.543,2.368,3.328,,,1,0,,3,0,10,0,2,0,7,19391,,3894,0.858369099,,0.99009901,,,1026,,"LEAP Overview Brochure, EASA.E.110",1.301466089,Training,0.325765707,C,,0.82,,,11917.68,0,,,,,18.03761134,19.37785173,592.9940308,12,,,,0,0,0,0,0,0,,,
A319_171N,Airbus,N/A,N/A,"A member of the AIrbus A320 family of short to medium-range, single-body, commercial twin-engine jet ainliners manufactured by Airbus",A320Neo,A319-100Neo,Passenger,1497,2,,Airport Planning Manual_A319 / FAA TCDS A318_A319_A320_A321 / TCDS A320 Family,Single,Medium Range,Variant,Commercial,,,,,0,Training,2019,145,124,Turbofan,III,0.99537346,Wingspan,PW_1124G_JM,,2,6667200,1600,,0,75900,75500,63900,60300,40300,19050.9,34584.8,0.533774834,0.798675497,0.075698013,0.252329801,13775,,,,38541.1,0.958947721,35.8,33.84,12.01,1.008,27,7.04,127.32,Blended,4.1935,0.143181818,10.06628966,,,,1,215640,213820,,"JET A, JET A_1, JP8, JP5",0.8,23724.7,82.7,Pratt & Whitney,2015,PW_1100G,dual spool geared turbofan,,107820,106910,,,12.5,,,,,2857.6,2.0574,2.224,2.224,3.401,,,1,1,3.0625,3,0,8,0,2,0,3,22300,,10047,100,,100,,,1043,,"EASA E093
1100G Fact Sheet",,Training,0.288690416,C,,0.82,,,11917.68,0,,,,,18.03761134,19.37785173,592.9940308,12,,,,0,0,0,0,0,0,,,
ACJ_319,Airbus,ACJ_319N,N/A,A member of the Airbus A320 family. The business jet is an A319-153N with modification 163214.,ACJNeo,ACJ-319Neo,Passenger,28,2,,"Airport Planning Manual_A319 / Airbus A319_A320 Corporate Jet Webpage / TCDS A320 Family / ACJneo Brochure / General Aviation Manufacturer's Association Annual Report,https://www.bjtonline.com/aircraft/airbus-acj319",Single,,Baseline,Business,,,,,0,Training,2019,50,8,Turbofan,III,0.99537346,Wingspan,LEAP_1A24,"LEAP_1A26 , PW1100G",2,9817000,1840,,0,78600,78200,63900,53000,40300,23312.5,34320,0.515345269,0.677749361,0.076470588,0.298113811,4750,,,,34042.5,1.297128589,35.8,33.84,11.76,1.008,27,7.04,127.32,Blended,4.1935,0.143181818,10.06628966,,,,1,213520,213600,,"JET A, JET A_1, JP5, JP8",0.8,29031.7,121.1,CFM International,2015,,"turbofan, dual spool, high bypass",,106800,104580,,,11,40,,,,2990,1.9812,2.543,2.368,3.328,,,1,0,,3,0,10,0,2,0,7,19391,,3894,0.858369099,,0.99009901,,,1025,,"LEAP Overview Brochure, EASA.E.110",1.301466089,Training,0.278436065,C,,0.82,,,11917.68,0,,,,,18.03761134,19.37785173,614.2004398,12,,,,0,0,0,0,0,0,,,
A320_211,Airbus,N/A,N/A,"A member of the AIrbus A320 family of short to medium-range, single-body, commercial twin-engine jet ainliners manufactured by Airbus",A320,A320-200,Passenger,4763,2,,Airport Planning Manual_A320 / FAA TCDS A318_A319_A320_A321 / TCDS A320 Family,,Medium Range,Baseline,Commercial,,,,,0,Training,1988,180,150,Turbofan,III,0.948107122,Wingspan,CFM56_5A1,CFM56_5A1/F,2,4815000,1900,,0,73900,73500,64500,60500,42600,19087,37938,0.579591837,0.823129252,0.063428571,0.259687075,17100,,,,40849,0.799309653,34.1,37.57,11.98,1.56,27,7.04,125.82,Fence,4.1935,0.221590909,9.241853441,,,,1,210840,222400,44482,"JET A, JET A_1, JP8, JET B, JP4, JP5",0.8,23859,82.1,CFM International,1987,CFM56_5,"turbofan, dual spool, high bypass",,111200,105400,22241,1.55,6,26.5,31.3,0.8,10668,2331,1.735,1.908,2.101,2.422,0.33,0.6,1,0,,3,0,9,0,1,0,4,15183,,5100,0.952380952,,0.980392157,,,885,,"EASA TCDS E.067,
Roux",1.286709335,Training,0.308445498,C,,0.82,,,11917.68,0,,15.88661431,,,17.43268629,18.74083102,584.1678588,12,,,,0,0,0,0,0,0,,,
A320_212,Airbus,N/A,N/A,"A member of the AIrbus A320 family of short to medium-range, single-body, commercial twin-engine jet ainliners manufactured by Airbus",A320,A320-200,Passenger,4763,2,,Airport Planning Manual_A320 / FAA TCDS A318_A319_A320_A321 / TCDS A320 Family,Single,Medium Range,Variant,Commercial,,,,,0,Training,1990,180,150,Turbofan,III,0.948107122,Wingspan,CFM56_5A3,,2,4815000,1900,,0,73900,73500,64500,60500,42600,19087,37938,0.579591837,0.823129252,0.063428571,0.259687075,17100,,,,40849,0.799309653,34.1,37.57,11.98,1.56,27,7.04,125.82,Fence,4.1935,0.221590909,9.241853441,,,,1,210840,235740,44482,"JET A, JET A_1, JP8, JET B, JP4, JP5",0.8,23859,82.1,CFM International,1990,,"turbofan, dual spool, high bypass",,117870,105400,22241,,6,27.8,,0.8,10668,2331,1.735,1.908,2.101,2.422,0.33,0.6,1,0,,3,0,9,0,1,0,4,15183,,5100,0.952380952,,0.980392157,,,880,,"EASA TCDS E.067,
Roux",1.291458244,Training,0.326946681,C,,0.82,,,11917.68,0,,15.88661431,,,17.43268629,18.74083102,584.1678588,12,,,,0,0,0,0,0,0,,,
A320_214,Airbus,N/A,N/A,"A member of the AIrbus A320 family of short to medium-range, single-body, commercial twin-engine jet ainliners manufactured by Airbus",A320,A320-200,Passenger,4763,2,,Airport Planning Manual_A320 / FAA TCDS A318_A319_A320_A321 / TCDS A320 Family,Single,Medium Range,Variant,Commercial,,,,,0,Training,1996,180,150,Turbofan,III,0.948107122,Wingspan,CFM56_5B4,"CFM56_5B4/P , CFM56_5B4/2P , CFM56_5B4/P1 , CFM56_5B4/2P1 , CFM56_5B4/3 , CFM56_5B4/3B1",2,4815000,1900,,0,73900,73500,64500,60500,42600,19087,37690.4,0.579591837,0.823129252,0.066797279,0.259687075,17100,,,,41096.6,0.788469119,34.1,37.57,11.98,1.56,27,7.04,125.82,Fence,4.1935,0.221590909,9.241853441,,,,1,216800,240200,44482,"JET A, JET A_1, JP8, JET B, JP4, JP5",0.8,23859,82.1,CFM International,1994,,"turbofan, dual spool, high bypass",,120100,108400,22241,,5.7,29.1,32.6,0.8,10668,2454.8,1.735,1.908,2.105,2.5997,0.34,0.55,1,0,,4,0,9,0,1,0,4,15183,,5200,0.952380952,,0.961538462,,,915,,"EASA TCDS E.003, 
Roux",1.272224588,Validation,0.333132234,C,,0.82,,,11917.68,0,,15.88661431,,,17.43268629,18.74083102,584.1678588,12,,,,0,0,0,0,0,0,,,
A320_215,Airbus,N/A,N/A,"A member of the AIrbus A320 family of short to medium-range, single-body, commercial twin-engine jet ainliners manufactured by Airbus",A320,A320-200,Passenger,4763,2,,Airport Planning Manual_A320 / FAA TCDS A318_A319_A320_A321 / TCDS A320 Family,Single,Medium Range,Variant,Commercial,,,,,0,Training,2006,180,150,Turbofan,III,0.948107122,Wingspan,CFM56_5B5,CFM56_5B5_P,2,4815000,1900,,0,73900,73500,64500,60500,42600,19087,37690.4,0.579591837,0.823129252,0.066797279,0.259687075,17100,,,,41096.6,0.788469119,34.1,37.57,11.98,1.56,27,7.04,125.82,Fence,4.1935,0.221590909,9.241853441,,,,1,180160,195720,44660,"JET A, JET A_1, JP8, JET B, JP4, JP5",0.8,23859,82.1,CFM International,1996,,"turbofan, dual spool, high bypass",,97860,90080,22330,,6,24.4,32.6,0.8,10670,2454.8,1.735,1.908,2.105,2.5997,0.32,,1,0,,4,0,9,0,1,0,4,15183,,5200,0.952380952,,0.961538462,,,915,,"EASA TCDS E.003, 
Roux",1.256317106,Training,0.271443134,C,,0.82,,,11917.68,0,,15.82329551,,,17.43268629,18.74083102,584.1678588,12,,,,0,0,0,0,0,0,,,
A320_216,Airbus,N/A,N/A,"A member of the AIrbus A320 family of short to medium-range, single-body, commercial twin-engine jet ainliners manufactured by Airbus",A320,A320-200,Passenger,4763,2,,Airport Planning Manual_A320 / FAA TCDS A318_A319_A320_A321 / TCDS A320 Family,Single,Medium Range,Variant,Commercial,,,,,0,Training,2016,180,150,Turbofan,III,0.948107122,Wingspan,CFM56_5B6_P,CFM56_5B6/3,2,4815000,1900,,0,73900,73500,64500,60500,42600,19087,37690.4,0.579591837,0.823129252,0.066797279,0.259687075,17100,,,,41096.6,0.788469119,34.1,37.57,11.98,1.56,27,7.04,125.82,Fence,4.1935,0.221590909,9.241853441,,,,1,180160,209060,,"JET A, JET A_1, JP8, JET B, JP4, JP5",0.8,23859,82.1,CFM International,1996,,"turbofan, dual spool, high bypass",,104530,90080,,,5.9,25.8,,,,2454.8,1.735,1.908,2.105,2.5997,0.33,,1,0,,4,0,9,0,1,0,4,15183,,5200,0.952380952,,0.961538462,,,905,,"EASA TCDS E.003, 
Roux",1.261333641,Training,0.289944316,C,,0.82,,,11917.68,0,,,,,17.43268629,18.74083102,584.1678588,12,,,,0,0,0,0,0,0,,,
A320_231,Airbus,N/A,N/A,"A member of the AIrbus A320 family of short to medium-range, single-body, commercial twin-engine jet ainliners manufactured by Airbus",A320,A320-200,Passenger,4763,2,,Airport Planning Manual_A320 / FAA TCDS A318_A319_A320_A321 / TCDS A320 Family,Single,Medium Range,Variant,Commercial,,,,,0,Training,1989,180,150,Turbofan,III,0.948107122,Wingspan,V2500_A1,,2,4815000,1900,,0,73900,73500,64500,60500,42600,19087,37874,0.579591837,0.823129252,0.06429932,0.259687075,17100,,,,40913,0.796495002,34.1,37.57,11.98,1.56,27,7.04,125.82,Fence,4.1935,0.221590909,9.241853441,,,,1,197800,220600,,"JET A, JET A_1, JP8, JET B, JP4, JP5",0.8,23859,82.1,International Aero Engines AG (IAE),1989,,,,110310,,,1.7,5.42,29.7,,0.8,10668,2363,1.682,1.715,1.715,3.201,0.35,0.58,1,0,,3,0,10,0,2,0,5,,,,,,,,,,1537,"EASA-TCDS E069
https://links.prattwhitney.com/i-a-e/products.html
Manufacturer Catalogue
https://booksite.elsevier.com/9780340741528/appendices/data-b/table-1/default.htm",1.27408056,Training,0.305949087,C,,0.82,,,11917.68,0,,,,,17.43268629,18.74083102,584.1678588,12,,,,0,0,0,0,0,0,,,
